Airfoil,AoA,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr,L/D
e1098,0,0.5231,0.0083,0.00349,-0.1197,0.6215,0.5559,63.0241
e1098,15,1.3618,0.06263,0.0571,-0.0602,0.0031,1,21.7436
e1098,3,0.8696,0.00904,0.00418,-0.1253,0.5928,0.5648,96.1947
e1098,5,1.0998,0.00879,0.00419,-0.1289,0.5847,0.573,125.119
e1098,4,0.9852,0.00899,0.0042,-0.1272,0.589,0.5661,109.588
e1098,7,1.3167,0.00858,0.00419,-0.1299,0.5362,0.6072,153.462
e1098,6,1.2127,0.0085,0.00407,-0.1303,0.5703,0.5925,142.671
e1200,-2,0.2899,0.00663,0.00226,-0.1114,0.6994,0.5509,43.7255
e1200,-1,0.4078,0.00675,0.00241,-0.113,0.6857,0.609,60.4148
e1200,-3,0.1779,0.00788,0.00258,-0.1098,0.7102,0.2545,22.5761
e1200,-4,0.0724,0.0097,0.00347,-0.1092,0.7175,0.0209,7.46392
e1200,0,0.5241,0.0066,0.00238,-0.1138,0.6759,0.6597,79.4091
e1200,1,0.6406,0.00694,0.00276,-0.1147,0.6621,0.6771,92.3055
e1200,2,0.7493,0.00689,0.00261,-0.1146,0.6401,0.6954,108.752
e1200,14,1.4189,0.04349,0.03698,-0.0477,0.0024,1,32.6259
e1200,3,0.8665,0.0069,0.00268,-0.1162,0.6231,0.7052,125.58
e1200,4,0.9687,0.0072,0.00282,-0.1148,0.5756,0.7149,134.542
e1200,6,1.1164,0.01014,0.00476,-0.1024,0.3509,0.7269,110.099
e1200,7,1.1398,0.0129,0.00679,-0.0883,0.2228,0.7444,88.3566
e1210,-1,0.4305,0.00922,0.0024,-0.0929,0.3953,0.1225,46.692
e1210,-2,0.3169,0.00916,0.00247,-0.0938,0.4221,0.1091,34.5961
e1210,-3,0.2036,0.00942,0.00286,-0.0947,0.453,0.0902,21.6136
e1210,-4,0.0881,0.00939,0.00282,-0.0954,0.4745,0.0803,9.38232
e1210,-5,-0.0245,0.00973,0.00332,-0.0965,0.5145,0.0629,-2.51799
e1210,10,1.6035,0.01343,0.008,-0.0794,0.2281,1,119.397
e1210,0,0.5444,0.00916,0.00235,-0.0922,0.3745,0.1495,59.4323
e1210,1,0.6564,0.00928,0.00245,-0.0914,0.348,0.1957,70.7328
e1210,12,1.7546,0.0161,0.01089,-0.0691,0.2085,1,108.981
e1210,13,1.8231,0.0177,0.01262,-0.0641,0.2022,1,103
e1210,14,1.8678,0.02081,0.01581,-0.0579,0.1931,1,89.7549
e1210,2,0.7681,0.00915,0.00273,-0.0908,0.3305,0.3523,83.9454
e1210,4,0.9865,0.00897,0.00373,-0.0887,0.2899,1,109.978
e1210,3,0.8747,0.00859,0.00316,-0.0893,0.3172,0.7599,101.828
e1210,5,1.098,0.00933,0.00409,-0.0881,0.2855,1,117.685
e1210,6,1.2055,0.00995,0.0046,-0.087,0.2738,1,121.156
e1210,7,1.3063,0.01095,0.00544,-0.0851,0.2529,1,119.297
e1210,8,1.4103,0.01162,0.00615,-0.0838,0.2473,1,121.368
e1211,-1,0.3985,0.00919,0.00256,-0.0963,0.3996,0.2007,43.3624
e1211,-2,0.2836,0.009,0.00239,-0.0968,0.4222,0.1855,31.5111
e1211,-3,0.1702,0.00909,0.00257,-0.0975,0.4576,0.1631,18.7239
e1211,-4,0.0539,0.00911,0.00267,-0.0979,0.4775,0.1602,5.91658
e1211,-5,-0.0598,0.00916,0.00278,-0.0986,0.5177,0.1381,-6.52838
e1211,1,0.6254,0.0094,0.00266,-0.0951,0.3525,0.2353,66.5319
e1211,0,0.5122,0.00927,0.00255,-0.0957,0.3742,0.2155,55.2535
e1211,11,1.6317,0.0152,0.00985,-0.0739,0.2108,1,107.349
e1211,14,1.8161,0.02188,0.01678,-0.058,0.1839,1,83.0027
e1211,12,1.7077,0.0165,0.01133,-0.0691,0.207,1,103.497
e1211,2,0.7375,0.00973,0.00291,-0.0944,0.3296,0.2462,75.7965
e1211,3,0.8505,0.0098,0.00314,-0.094,0.3185,0.3036,86.7857
e1211,4,0.9579,0.01015,0.00367,-0.0928,0.2934,0.4232,94.3744
e1211,5,1.067,0.01006,0.00427,-0.092,0.2845,0.6684,106.064
e1211,6,1.1724,0.01001,0.00482,-0.0901,0.2744,1,117.123
e1211,7,1.2737,0.01096,0.00558,-0.0882,0.2549,1,116.214
e1211,9,1.4771,0.01245,0.00718,-0.0846,0.2403,1,118.643
e1211,8,1.3755,0.01177,0.00639,-0.0864,0.2454,1,116.865
e1212mod,-1,0.1168,0.00939,0.00248,-0.0454,0.4013,0.1491,12.4388
e1212mod,-2,0.0004,0.00922,0.00241,-0.0458,0.4384,0.1477,0.0433839
e1212mod,-3,-0.1172,0.00938,0.00257,-0.0461,0.4503,0.1442,-12.4947
e1212mod,-5,-0.3435,0.01052,0.00329,-0.0477,0.4791,0.0578,-32.6521
e1212mod,11,1.324,0.01436,0.00846,-0.0133,0.1342,1,92.2006
e1212mod,10,1.3203,0.01199,0.00653,-0.0313,0.1938,1,110.117
e1212mod,1,0.3469,0.00959,0.00243,-0.0442,0.3391,0.1521,36.1731
e1212mod,13,1.3959,0.02008,0.01439,0.0035,0.1007,1,69.5169
e1212mod,4,0.6842,0.0098,0.00281,-0.0412,0.2777,0.3116,69.8163
e1212mod,2,0.4571,0.0093,0.00231,-0.0428,0.3028,0.2678,49.1505
e1212mod,7,1.0037,0.01001,0.00422,-0.036,0.235,0.7709,100.27
e1212mod,9,1.2361,0.0113,0.00585,-0.0369,0.202,1,109.389
e1212,-2,0.1134,0.0089,0.00238,-0.0605,0.4214,0.2166,12.7416
e1212,-1,0.2295,0.00894,0.00235,-0.06,0.4001,0.2225,25.6711
e1212,-3,-0.0012,0.00885,0.00251,-0.0612,0.4571,0.208,-0.135593
e1212,-4,-0.1155,0.00899,0.00274,-0.0619,0.4919,0.1927,-12.8476
e1212,-5,-0.2305,0.00914,0.00299,-0.0626,0.5254,0.177,-25.2188
e1212,1,0.4573,0.009,0.00231,-0.0587,0.3481,0.2619,50.8111
e1212,0,0.342,0.00896,0.00226,-0.0592,0.3635,0.2477,38.1696
e1212,10,1.4176,0.0132,0.00788,-0.0474,0.196,1,107.394
e1212,11,1.5133,0.01402,0.0088,-0.045,0.1938,1,107.939
e1212,12,1.5961,0.01506,0.00994,-0.0407,0.1876,1,105.983
e1212,13,1.6571,0.01687,0.01175,-0.034,0.1774,1,98.2276
e1212,2,0.569,0.00924,0.00252,-0.0579,0.3176,0.3,61.5801
e1212,3,0.6829,0.00925,0.00273,-0.0575,0.308,0.3608,73.827
e1212,4,0.7914,0.00948,0.0032,-0.0564,0.2816,0.4937,83.481
e1212,5,0.8986,0.00928,0.00369,-0.0549,0.2709,0.74,96.8319
e1212,6,1.0201,0.00942,0.00425,-0.0563,0.2558,1,108.291
e1212,7,1.1215,0.01035,0.00509,-0.0541,0.2337,1,108.357
e1212,8,1.2285,0.01088,0.00565,-0.0529,0.2293,1,112.914
e1213,-2,-0.0505,0.00865,0.00215,-0.023,0.4294,0.2358,-5.83815
e1213,-3,-0.1659,0.00871,0.00225,-0.0234,0.4522,0.224,-19.0471
e1213,-4,-0.2785,0.00892,0.00252,-0.0242,0.4947,0.1982,-31.222
e1213,1,0.2917,0.00873,0.00209,-0.0216,0.3406,0.2934,33.4135
e1213,0,0.1767,0.0087,0.00206,-0.0219,0.3581,0.2769,20.3103
e1213,10,1.2885,0.01228,0.007,-0.0173,0.1741,1,104.927
e1213,11,1.3772,0.01358,0.00822,-0.0138,0.1599,1,101.414
e1213,12,1.4637,0.0148,0.00953,-0.0103,0.1484,1,98.8986
e1213,14,1.5789,0.01903,0.01376,0.0024,0.1186,1,82.969
e1213,13,1.5386,0.01615,0.0109,-0.0053,0.1376,1,95.2693
e1213,15,1.6214,0.02305,0.01794,0.0061,0.1124,1,70.3427
e1213,2,0.4032,0.00891,0.00227,-0.0208,0.3055,0.3386,45.2525
e1213,4,0.623,0.00894,0.00288,-0.019,0.2618,0.5703,69.6868
e1213,3,0.5159,0.00878,0.00245,-0.0203,0.2953,0.426,58.7585
e1213,5,0.7267,0.00856,0.00327,-0.0166,0.2543,0.817,84.8949
e1213,6,0.8851,0.0092,0.00405,-0.0257,0.2246,0.9952,96.2065
e1213,7,1.0027,0.00976,0.00449,-0.0268,0.2083,1,102.736
e1213,8,1.0952,0.01075,0.00531,-0.0231,0.1836,1,101.879
e1214,-1,0.078,0.00885,0.00237,-0.0221,0.376,0.3276,8.81356
e1213,9,1.1893,0.01165,0.00638,-0.0196,0.1833,1,102.086
e1214,-3,-0.1489,0.00884,0.00249,-0.0229,0.4264,0.2959,-16.8439
e1214,-2,-0.0366,0.00879,0.00242,-0.0223,0.3948,0.3193,-4.16382
e1214,-4,-0.263,0.0089,0.00259,-0.0233,0.4476,0.2741,-29.5506
e1214,1,0.303,0.00892,0.00243,-0.0211,0.3356,0.3689,33.9686
e1214,-5,-0.3741,0.00906,0.00282,-0.0241,0.4895,0.2473,-41.2914
e1214,0,0.1903,0.00896,0.00238,-0.0215,0.3476,0.3424,21.2388
e1214,12,1.4441,0.01463,0.0095,-0.0075,0.1866,1,98.7081
e1214,10,1.3122,0.01214,0.00706,-0.0219,0.2167,1,108.089
e1214,11,1.3863,0.01327,0.00805,-0.0159,0.1983,1,104.469
e1214,13,1.5127,0.016,0.01091,-0.0022,0.1757,1,94.5437
e1214,14,1.5572,0.01896,0.01429,0.0041,0.1851,1,82.1308
e1214,2,0.414,0.00929,0.00265,-0.0204,0.3094,0.3853,44.564
e1214,3,0.5267,0.00932,0.00287,-0.0201,0.3017,0.429,56.5129
e1214,4,0.637,0.0094,0.00311,-0.0195,0.2914,0.4858,67.766
e1214,6,0.8357,0.00987,0.00406,-0.0147,0.2194,0.7805,84.6707
e1214,7,0.9889,0.00989,0.00493,-0.0224,0.2564,0.9836,99.9899
e1214,8,1.1442,0.01062,0.00564,-0.0317,0.245,1,107.74
e1230,-1,0.255,0.0076,0.00214,-0.0601,0.4378,0.6171,33.5526
e1230,-2,0.1461,0.00744,0.00203,-0.0611,0.469,0.5467,19.6371
e1214,9,1.2215,0.0117,0.00662,-0.0256,0.2265,1,104.402
e1230,-3,0.0569,0.00896,0.00242,-0.0651,0.5046,0.1858,6.35045
e1230,-4,-0.0445,0.00959,0.00284,-0.0672,0.5424,0.0934,-4.64025
e1230,-5,-0.1479,0.01006,0.00333,-0.069,0.5848,0.0568,-14.7018
e1230,0,0.3657,0.00799,0.00237,-0.0595,0.4096,0.6498,45.7697
e1230,1,0.476,0.00843,0.00267,-0.0588,0.3863,0.6734,56.465
e1230,10,1.4022,0.01279,0.00759,-0.0489,0.2547,1,109.633
e1230,13,1.6373,0.01662,0.01172,-0.0373,0.2193,1,98.5138
e1230,4,0.8035,0.00937,0.00338,-0.0576,0.3293,0.7088,85.7524
e1230,3,0.6947,0.00907,0.00307,-0.058,0.344,0.6984,76.5932
e1230,2,0.585,0.00873,0.00285,-0.0582,0.3633,0.6898,67.0103
e1230,6,1.0148,0.01028,0.0043,-0.0562,0.3013,0.7278,98.716
e1230,8,1.2144,0.01148,0.00562,-0.0532,0.2779,0.7525,105.784
e1230,5,0.9077,0.00996,0.00386,-0.0566,0.31,0.7174,91.1345
e1230,7,1.1145,0.01098,0.00494,-0.0546,0.2854,0.7374,101.503
e1233,-2,0.3305,0.00764,0.00239,-0.107,0.4698,0.5954,43.2592
e1233,-1,0.4429,0.00793,0.00253,-0.1071,0.4432,0.6446,55.8512
e1230,9,1.3071,0.01199,0.00642,-0.0506,0.2684,0.8064,109.016
e1233,-3,0.2201,0.00859,0.00258,-0.1062,0.5008,0.306,25.6228
e1233,-5,0.0101,0.01008,0.0035,-0.1073,0.5766,0.0694,1.00198
e1233,-4,0.1144,0.00967,0.00306,-0.1062,0.5348,0.112,11.8304
e1233,0,0.5555,0.00826,0.00278,-0.1071,0.4238,0.678,67.2518
e1233,1,0.6654,0.00875,0.0032,-0.1067,0.4035,0.7047,76.0457
e1233,11,1.6307,0.01574,0.0103,-0.0884,0.2626,0.8195,103.602
e1233,10,1.5502,0.01455,0.00899,-0.0919,0.2783,0.8039,106.543
e1233,5,1.0886,0.01044,0.00466,-0.1038,0.3421,0.7507,104.272
e1233,4,0.9841,0.01013,0.00431,-0.1046,0.352,0.7371,97.1471
e1233,2,0.7726,0.00919,0.00351,-0.1061,0.3811,0.719,84.0696
e1233,3,0.8825,0.00952,0.00382,-0.106,0.3696,0.7299,92.6996
e1233,7,1.2865,0.01176,0.00602,-0.1006,0.3188,0.7673,109.396
e1233,6,1.1845,0.01125,0.00542,-0.1016,0.3249,0.7602,105.289
e1233,8,1.3779,0.01257,0.00687,-0.098,0.3056,0.781,109.618
e1233,9,1.4671,0.01349,0.00789,-0.0953,0.2957,0.7915,108.755
e168,-1,-0.1114,0.00647,0.00114,-0.0004,0.5615,0.4515,-17.2179
e168,-2,-0.2227,0.00657,0.00127,-0.0009,0.6213,0.4021,-33.8965
e168,-3,-0.3321,0.00666,0.00151,-0.0017,0.7068,0.3526,-49.8649
e168,-4,-0.4391,0.00687,0.00191,-0.003,0.8093,0.2953,-63.9156
e168,1,0.1114,0.00647,0.00114,0.0004,0.4518,0.5615,17.2179
e168,11,1.1289,0.02028,0.0152,0.0138,0.0035,1,55.6657
e168,10,1.0663,0.01602,0.01038,0.0075,0.0034,1,66.5605
e168,0,-0,0.00644,0.0011,0,0.5039,0.5039,-0
e168,12,1.1629,0.02501,0.02036,0.0223,0.0038,1,46.4974
e168,3,0.3321,0.00666,0.00151,0.0017,0.3526,0.7069,49.8649
e168,2,0.2227,0.00657,0.00127,0.0009,0.4022,0.6209,33.8965
e168,4,0.4391,0.00687,0.00191,0.003,0.2957,0.8094,63.9156
e168,6,0.7019,0.00927,0.00353,-0.0063,0.0742,1,75.7174
e168,7,0.7978,0.01026,0.0045,-0.0032,0.0516,1,77.7583
e168,8,0.8904,0.01169,0.00576,0.0001,0.0227,1,76.1677
e168,9,0.9826,0.01329,0.00728,0.0032,0.0088,1,73.9353
e169,-2,-0.2264,0.00705,0.00147,-0.0002,0.5453,0.3978,-32.1135
e169,-1,-0.1132,0.00702,0.00134,-0.0001,0.4984,0.4277,-16.1254
e169,-4,-0.4511,0.00727,0.00199,-0.0008,0.6579,0.3382,-62.0495
e169,-3,-0.3385,0.0072,0.00168,-0.0005,0.5979,0.3626,-47.0139
e169,-5,-0.5589,0.00768,0.00238,-0.0017,0.7368,0.2737,-72.7734
e169,0,0,0.0071,0.00133,-0,0.4543,0.4543,0
e169,1,0.1132,0.00702,0.00134,0.0001,0.4278,0.4984,16.1254
e169,11,1.1664,0.01655,0.01059,0.0081,0.0078,1,70.4773
e169,13,1.2288,0.02581,0.0207,0.0236,0.0033,1,47.6095
e169,12,1.2291,0.01978,0.0141,0.0141,0.0035,1,62.1385
e169,3,0.3385,0.0072,0.00168,0.0005,0.3626,0.598,47.0139
e169,2,0.2265,0.00705,0.00147,0.0002,0.3979,0.5453,32.1277
e169,4,0.4511,0.00728,0.00199,0.0008,0.3381,0.658,61.9643
e169,5,0.5588,0.00769,0.00238,0.0017,0.2731,0.7375,72.6658
e169,6,0.6593,0.00841,0.00306,0.0039,0.1818,0.8614,78.3948
e169,7,0.8045,0.00936,0.00407,-0.0035,0.1304,0.9954,85.9509
e169,9,0.995,0.01261,0.00678,0.0013,0.0366,1,78.9056
e169,8,0.9052,0.01105,0.00537,-0.0022,0.0677,1,81.9186
e171,-2,-0.2251,0.00588,0.00121,0.0007,0.6746,0.5641,-38.2823
e171,-3,-0.3354,0.00597,0.00137,0.0006,0.7133,0.5173,-56.1809
e171,-1,-0.1124,0.00576,0.00112,0.0003,0.6541,0.5978,-19.5139
e171,-5,-0.521,0.00979,0.00328,-0.0043,0.8168,0.0098,-53.2176
e171,1,0.1124,0.00576,0.00112,-0.0003,0.5982,0.6542,19.5139
e171,0,0,0.00588,0.00112,-0,0.6192,0.6193,0
e171,5,0.5211,0.00979,0.00328,0.0043,0.01,0.8168,53.2278
e171,3,0.3354,0.00597,0.00137,-0.0006,0.5171,0.7134,56.1809
e171,2,0.2251,0.00588,0.00121,-0.0007,0.5642,0.6745,38.2823
e171,6,0.6227,0.01033,0.00414,0.0061,0.0049,0.9296,60.2807
e171,8,0.8475,0.01528,0.00999,0.0033,0.005,1,55.4647
e171,7,0.7702,0.01223,0.00651,-0.0025,0.004,0.9975,62.9763
e174,-1,0.2934,0.00755,0.00109,-0.0813,0.6245,0.0099,38.8609
e174,-2,0.1785,0.00939,0.00349,-0.0822,0.6402,0.0204,19.0096
e174,0,0.402,0.00584,0.00109,-0.0817,0.5932,0.6058,68.8356
e174,1,0.5148,0.00501,0.00115,-0.0815,0.5833,1,102.754
e174,2,0.6259,0.00534,0.00125,-0.0816,0.5502,1,117.21
e174,4,0.8296,0.00831,0.00239,-0.0797,0.1887,1,99.8315
e174,6,1.0272,0.01198,0.0052,-0.0768,0.0072,1,85.7429
e174,5,0.9238,0.01084,0.00385,-0.0779,0.0104,1,85.2214
e174,7,1.1243,0.01375,0.00757,-0.0748,0.009,1,81.7673
e176,-1,0.2088,0.00762,0.00115,-0.0612,0.6282,0.0123,27.4016
e176,1,0.4363,0.0049,0.00107,-0.0627,0.5838,1,89.0408
e176,0,0.3216,0.00745,0.00083,-0.0611,0.6031,0.0202,43.1678
e176,4,0.7404,0.00966,0.00292,-0.0594,0.0073,1,76.646
e176,3,0.6571,0.00536,0.0013,-0.0624,0.5302,1,122.593
e176,2,0.5464,0.0051,0.00111,-0.0624,0.5572,1,107.137
e176,6,0.95,0.01185,0.0054,-0.0575,0.0077,1,80.1688
e176,5,0.8469,0.0105,0.00378,-0.0588,0.0053,1,80.6571
e178,-2,0.0118,0.00812,0.00182,-0.0405,0.6496,0.0172,1.4532
e178,-1,0.1236,0.00726,0.00096,-0.0403,0.6281,0.0936,17.0248
e178,-4,-0.2104,0.00922,0.00327,-0.0403,0.7002,0.0074,-22.82
e178,-5,-0.3198,0.01066,0.00495,-0.0408,0.7262,0.0044,-30
e178,0,0.2349,0.00661,0.00082,-0.0406,0.6116,0.2622,35.5371
e178,2,0.4715,0.00491,0.00101,-0.0442,0.5604,1,96.0285
e178,4,0.6878,0.00558,0.00143,-0.0432,0.4809,1,123.262
e178,5,0.7721,0.0101,0.00355,-0.0408,0.0046,1,76.4455
e178,3,0.5795,0.0052,0.00118,-0.0436,0.5269,1,111.442
e178,6,0.8762,0.01129,0.00495,-0.0398,0.0045,1,77.6085
e180,-1,0.0328,0.00654,0.00098,-0.0193,0.6272,0.3066,5.01529
e180,-2,-0.0744,0.00813,0.00165,-0.0199,0.6586,0.0078,-9.15129
e180,1,0.2964,0.00471,0.00093,-0.0283,0.5841,1,62.9299
e180,0,0.1368,0.00452,0.00099,-0.0177,0.6169,0.949,30.2655
e180,11,1.2194,0.02475,0.02016,-0.0092,0.0015,1,49.2687
e180,12,1.2141,0.03363,0.02977,-0.0011,0.0016,1,36.1017
e180,2,0.4015,0.00507,0.00083,-0.0272,0.4853,1,79.1913
e180,3,0.5066,0.00574,0.00105,-0.0264,0.3806,1,88.2578
e180,5,0.7038,0.00966,0.00321,-0.024,0.0102,1,72.8571
e180,7,0.9048,0.01213,0.00628,-0.0215,0.0065,1,74.5919
e180,8,1.0033,0.01339,0.0076,-0.0206,0.0046,1,74.9291
e182,-1,-0.0469,0.00787,0.00109,0.0006,0.6384,0.0096,-5.95934
e182,-2,-0.159,0.00848,0.00205,-0,0.6623,0.0123,-18.75
e182,1,0.2173,0.00469,0.00101,-0.009,0.5915,0.9974,46.3326
e182,0,0.0534,0.00551,0.00085,0.0019,0.6169,0.608,9.69147
e182,4,0.5423,0.00871,0.00243,-0.0099,0.0074,1,62.2618
e182,3,0.4379,0.00808,0.00176,-0.0113,0.0093,1,54.1955
e184,-2,-0.243,0.00849,0.00186,0.0208,0.6622,0.0129,-28.6219
e184,-1,-0.1312,0.00793,0.00113,0.0212,0.647,0.0191,-16.5448
e184,1,0.1307,0.00475,0.00114,0.012,0.5948,0.9925,27.5158
e184,0,-0.0231,0.00704,0.00089,0.0214,0.6142,0.2121,-3.28125
e184,3,0.3731,0.00509,0.00109,0.0072,0.4859,1,73.3006
e184,2,0.2656,0.00486,0.00109,0.0066,0.5586,1,54.6502
e184,4,0.484,0.00854,0.00244,0.0047,0.006,1,56.6745
e186,-1,-0.1754,0.00853,0.00139,0.0389,0.5482,0.0435,-20.5627
e186,-2,-0.2854,0.00912,0.00205,0.0381,0.5671,0.0142,-31.2939
e186,1,0.0804,0.00575,0.00176,0.0313,0.5023,0.9743,13.9826
e186,2,0.2314,0.00605,0.00202,0.0228,0.4894,0.9883,38.2479
e186,3,0.3807,0.00619,0.00198,0.0143,0.4502,0.997,61.5024
e186,5,0.6138,0.0098,0.00351,0.0084,0.005,1,62.6327
e186,6,0.7182,0.01088,0.00483,0.0092,0.006,1,66.011
e193,-1,0.2713,0.00775,0.00104,-0.0773,0.6227,0.0133,35.0065
e193,-2,0.1587,0.00812,0.00159,-0.0775,0.6388,0.0111,19.5443
e193,1,0.5136,0.00518,0.0013,-0.0825,0.5825,0.9977,99.1506
e193,0,0.3716,0.00588,0.00118,-0.0762,0.5917,0.6446,63.1973
e193,2,0.6219,0.00548,0.00138,-0.082,0.552,1,113.485
e193,5,0.8843,0.01096,0.00402,-0.0706,0.0117,1,80.6843
e193,6,0.9838,0.01194,0.00502,-0.0688,0.0059,1,82.3953
e193,7,1.0779,0.0133,0.00679,-0.0661,0.0068,1,81.0451
e193,8,1.1531,0.01604,0.01007,-0.0599,0.0094,1,71.889
e195,-1,0.235,0.00761,0.00118,-0.0702,0.6124,0.1166,30.8804
e195,-3,0.0121,0.0088,0.00222,-0.0704,0.6413,0.0136,1.375
e195,-2,0.1247,0.00825,0.00141,-0.0703,0.6295,0.0132,15.1152
e195,1,0.4395,0.00545,0.00143,-0.0673,0.5785,0.8778,80.6422
e195,0,0.336,0.00607,0.00128,-0.0693,0.5861,0.6267,55.3542
e195,2,0.5792,0.00557,0.00156,-0.0732,0.5558,0.9901,103.986
e195,3,0.7087,0.00578,0.00171,-0.0776,0.5323,1,122.612
e195,5,0.8495,0.01109,0.00423,-0.0642,0.0112,1,76.6005
e195,6,0.9474,0.012,0.00504,-0.0622,0.0052,1,78.95
e195,7,1.0405,0.01324,0.00649,-0.0594,0.0053,1,78.5876
e195,9,1.1263,0.02088,0.01538,-0.0375,0.0117,1,53.9416
e195,8,1.1222,0.01508,0.00875,-0.0548,0.0065,1,74.4164
e197,-1,0.1892,0.00669,0.00126,-0.062,0.6,0.4311,28.281
e197,-2,0.0806,0.0073,0.00139,-0.062,0.618,0.2611,11.0411
e197,-4,-0.1363,0.00924,0.00255,-0.0623,0.6479,0.0168,-14.7511
e197,-3,-0.028,0.0083,0.00176,-0.0619,0.628,0.0965,-3.37349
e197,-5,-0.2433,0.01037,0.00417,-0.0634,0.6699,0.0153,-23.4619
e197,10,1.172,0.02049,0.01458,-0.03,0.006,1,57.1986
e197,1,0.4113,0.00621,0.00148,-0.0623,0.5732,0.6627,66.2319
e197,0,0.2999,0.0065,0.00138,-0.0622,0.5802,0.5479,46.1385
e197,2,0.5194,0.00598,0.00163,-0.0617,0.5563,0.7974,86.8562
e197,3,0.6294,0.00599,0.00195,-0.0611,0.5311,0.9584,105.075
e197,5,0.8394,0.00964,0.00362,-0.062,0.1418,1,87.0747
e197,6,0.9079,0.01209,0.00526,-0.0553,0.0099,1,75.0951
e197,8,1.0828,0.01452,0.00791,-0.0482,0.0042,1,74.573
e197,7,0.9991,0.01315,0.00624,-0.0524,0.0045,1,75.9772
e197,9,1.1401,0.01663,0.01031,-0.0398,0.0046,1,68.5568
e201,-2,0.1488,0.00815,0.00137,-0.0794,0.6384,0.0206,18.2577
e201,-1,0.2586,0.00725,0.00112,-0.0796,0.6226,0.1859,35.669
e201,-3,0.0377,0.00845,0.00192,-0.0798,0.6683,0.0124,4.46154
e201,0,0.3622,0.00613,0.00126,-0.079,0.591,0.6031,59.0865
e201,1,0.4726,0.0058,0.00137,-0.0788,0.5827,0.7435,81.4828
e201,2,0.5762,0.00561,0.00158,-0.0766,0.5549,0.9524,102.709
e201,6,0.9643,0.01207,0.00512,-0.0695,0.0052,1,79.8923
e201,7,1.0583,0.01333,0.00672,-0.0668,0.0056,1,79.3923
e201,5,0.8649,0.01113,0.00426,-0.0713,0.0113,1,77.7089
e201,8,1.1376,0.01542,0.00917,-0.0615,0.0071,1,73.7743
e203,-1,0.2424,0.00645,0.00125,-0.0825,0.6223,0.462,37.5814
e203,-3,0.0206,0.00727,0.00145,-0.0819,0.6677,0.2257,2.83356
e203,-2,0.1294,0.00667,0.00125,-0.082,0.6376,0.3816,19.4003
e203,-4,-0.0925,0.00742,0.00186,-0.0815,0.6918,0.2158,-12.4663
e203,-5,-0.1936,0.00936,0.00311,-0.0825,0.732,0.0154,-20.6838
e203,1,0.4679,0.00654,0.00146,-0.0833,0.5817,0.5453,71.5443
e203,0,0.3534,0.00656,0.0014,-0.0826,0.5901,0.5192,53.872
e203,3,0.6901,0.00663,0.00185,-0.0836,0.533,0.669,104.087
e203,2,0.5785,0.00664,0.0016,-0.0833,0.5537,0.5928,87.1235
e203,6,0.9427,0.0122,0.00534,-0.0708,0.0092,1,77.2705
e203,7,1.0373,0.01329,0.00648,-0.0684,0.0052,1,78.0512
e203,8,1.1207,0.01489,0.00838,-0.0638,0.0046,1,75.2653
e203,9,1.176,0.01731,0.01112,-0.0546,0.0055,1,67.9376
e205,-2,0.0555,0.00851,0.00179,-0.0484,0.5881,0.0148,6.52174
e205,-1,0.1672,0.00807,0.0011,-0.0479,0.5715,0.0154,20.7187
e205,0,0.2749,0.0076,0.00102,-0.0473,0.5372,0.1496,36.1711
e205,1,0.4093,0.00548,0.00142,-0.0526,0.5246,0.9886,74.6898
e205,2,0.5593,0.00572,0.00142,-0.0613,0.493,1,97.7797
e205,3,0.6625,0.0059,0.00157,-0.0597,0.4732,1,112.288
e205,5,0.8201,0.0106,0.00382,-0.0492,0.0102,1,77.3679
e205,6,0.9136,0.01145,0.00456,-0.046,0.0047,1,79.7904
e205,7,1.005,0.01255,0.00582,-0.0425,0.0044,1,80.0797
e205,8,1.0905,0.01425,0.00796,-0.0382,0.0055,1,76.5263
e205,9,1.1282,0.01955,0.01412,-0.0258,0.0103,1,57.7084
e207,-1,0.1488,0.00687,0.00111,-0.0492,0.5718,0.3509,21.6594
e207,-2,0.0409,0.0077,0.00132,-0.0495,0.589,0.1587,5.31169
e207,-5,-0.273,0.01127,0.00556,-0.0541,0.72,0.0143,-24.2236
e207,-4,-0.1722,0.00943,0.00322,-0.0517,0.6684,0.0162,-18.2609
e207,1,0.3565,0.00566,0.00133,-0.0462,0.5253,0.8306,62.9859
e207,0,0.2558,0.00649,0.00111,-0.0486,0.5386,0.523,39.4145
e207,2,0.4789,0.00576,0.00159,-0.048,0.5006,0.9744,83.1424
e207,3,0.6295,0.00603,0.00178,-0.0568,0.4747,0.9946,104.395
e207,4,0.749,0.00657,0.00199,-0.0592,0.3981,1,114.003
e207,6,0.8898,0.01154,0.00476,-0.0457,0.0089,1,77.1057
e207,8,1.0737,0.01382,0.00725,-0.0396,0.0037,1,77.6918
e207,7,0.983,0.01254,0.00568,-0.0428,0.0041,1,78.3892
e207,9,1.1507,0.01596,0.00975,-0.0342,0.0042,1,72.099
e209,-1,0.1316,0.00654,0.00129,-0.0512,0.5717,0.5053,20.1223
e209,-2,0.0178,0.00654,0.00136,-0.0508,0.5906,0.4778,2.72171
e209,-3,-0.0918,0.00672,0.00151,-0.0511,0.626,0.3914,-13.6607
